155714032065;395
175855860807;395
175855860802;441
155714032063;355
155714032068;355
155714032074;355
175855860803;355
155714032073;355
175855860806;289
155714032067;289
364412070339;289
364412070334;289
175855860804;289
175855860811;314
155714032069;314
364412070337;314
364412070335;314
364412070336;314
175855860814;314
155714032070;314
175855860808;314
364412070340;207
155714032079;207
155714032072;207
155714032087;207
364412070345;207
364412070342;207
155714032080;207
364412070341;207
175855860817;305
155714032077;305
155714032075;305
155714032076;305
175855860825;305
175855860824;178
155714032085;178
175855860828;178
364412070346;178
155714032082;178
364412070347;212
155714032084;212
155714032083;212
175855860822;212
175855860827;212
175855860823;212
155714032088;212
364412070350;212
175855860829;212
364412070349;212
155714032086;212
155714032090;212
364412070362;212
155714032096;212
155714032091;212
364412070353;212
364412070351;212
364412070352;212
155714032108;212
364412070356;212
155714032099;212
364412070355;212
155714032093;212
155714032095;212
364412070358;212
155714032103;212
364412070361;287
175855860843;287
364412070360;287
175855860832;287
155714032105;287
175855860830;287
364412070357;287
364412070364;287
175855860833;287
155714032098;287
155714032102;287
175855860838;287
364412070365;287
364412070374;287
155714032100;287
155714032104;287
155714032109;287
175855860837;287
175855860836;287
155714032110;287
175855860835;287
175855860841;287
364412070367;287
155714032111;287
175855860842;314
175855860844;234
364412070366;312
155714032107;312
155714032114;312
175855860848;312
364412070371;312
175855860845;312
364412070370;312
364412070381;209
364412070375;209
364412070372;209
364412070378;209
155714032120;209
155714032116;285
175855860846;285
175855860847;285
155714032112;285
364412070376;285
155714032117;285
364412070373;342
175855860857;342
364412070379;342
175855860851;342
155714032119;342
155714032123;342
175855860856;237
175855860858;237
155714032115;237
364412070384;237
364412070377;237
175855860866;237
155714032118;233
175855860853;233
175855860854;233
364412070380;311
155714032122;311
155714032121;311
155714032124;238
175855860861;238
155714032129;238
364412070383;310
364412070396;310
364412070382;310
155714032126;237
364412070386;237
364412070393;237
175855860863;390
155714032132;390
364412070389;344
364412070388;344
175855860859;344
175855860867;344
175855860871;344
364412070391;344
175855860870;479
364412070385;479
175855860862;329
155714032130;329
364412070392;258
364412070394;258
175855860860;375
155714032131;375
364412070398;332
175855860889;465
364412070397;384
155714032133;441
364412070395;441
175855860876;441
175855860864;441
155714032140;372
155714032134;372
175855860865;372
155714032139;372
175855860869;372
364412070404;372
364412070405;262
175855860873;262
155714032135;262
175855860875;262
175855860868;262
364412070402;262
155714032138;331
155714032149;331
364412070401;331
175855860878;331
364412070399;331
155714032141;268
364412070410;268
364412070403;268
155714032150;999
155714032147;999
155714032148;999
155714032143;455
175855860883;455
175855860890;418
364412070408;418
155714032144;999
175855860882;387
175855860879;387
175855860891;347
155714032142;347
155714032145;347
364412070409;347
175855860881;347
175855860892;347
364412070411;347
155714032146;267
175855860886;267
155714032154;267
155714032151;267
155714032161;267
155714032156;267
155714032152;267
175855860896;400
175855860887;406
175855860899;379
175855860888;379
155714032160;369
364412070419;369
364412070421;355
364412070413;355
364412070415;355
364412070429;355
364412070414;299
364412070418;299
175855860893;299
364412070422;299
155714032159;354
175855860907;354
364412070431;302
175855860894;302
155714032157;328
155714032158;250
155714032168;380
175855860906;380
364412070424;380
175855860897;240
175855860901;240
364412070426;573
364412070427;417
364412070425;417
364412070430;417
175855860916;521
175855860900;364
175855860903;364
155714032169;330
155714032170;330
155714032163;330
364412070439;262
155714032165;262
155714032176;262
175855860912;389
155714032164;389
175855860905;389
364412070436;389
175855860909;240
175855860911;240
175855860925;240
155714032166;240
155714032173;241
175855860922;241
155714032167;241
364412070442;241
175855860913;251
155714032171;251
155714032177;225
175855860927;380
155714032172;380
155714032181;419
175855860928;419
175855860915;419
175855860919;302
175855860920;302
364412070440;302
175855860932;242
364412070445;242
364412070447;402
175855860929;402
364412070446;402
364412070444;402
364412070451;402
364412070448;402
175855860924;257
155714032180;257
364412070450;257
175855860921;257
155714032182;257
364412070457;257
364412070449;388
155714032178;388
155714032179;388
175855860936;388
175855860931;388
175855860930;388
364412070453;233
175855860926;233
155714032187;233
175855860938;233
155714032184;233
175855860933;233
364412070455;425
175855860941;425
155714032183;425
175855860937;403
364412070459;346
175855860944;346
155714032190;346
155714032189;346
175855860934;346
175855860946;346
175855860935;346
155714032199;346
364412070454;346
175855860955;346
155714032188;346
364412070456;408
364412070463;408
175855860947;408
175855860943;408
175855860954;320
175855860949;320
155714032194;320
155714032196;320
364412070460;353
155714032195;353
364412070461;353
155714032201;353
175855860942;248
364412070462;248
364412070466;248
175855860958;248
175855860948;326
364412070465;326
175855860952;326
175855860960;234
175855860963;234
364412070472;234
155714032205;321
364412070464;321
364412070468;321
175855860956;233
155714032202;233
175855860965;380
175855860966;246
175855860959;352
155714032203;352
175855860970;352
155714032206;223
364412070469;223
155714032211;223
364412070467;254
175855860961;254
175855860967;254
155714032207;364
155714032209;248
155714032210;212
364412070470;353
175855860973;353
364412070471;353
155714032212;353
175855860969;447
175855860974;447
155714032213;999
175855860968;999
175855860982;458
155714032216;458
364412070479;406
155714032217;305
175855860975;368
364412070490;368
364412070473;485
175855860979;999
155714032219;999
155714032214;999
364412070481;999
155714032224;999
155714032220;999
155714032221;384
364412070483;384
175855860984;377
175855860976;377
155714032215;266
364412070489;266
155714038471;251
364412070477;251
175855860977;251
155714032218;251
364412070486;251
175855860983;411
364412070476;406
175855860980;367
155714032226;246
364412070482;350
364412070492;350
364412070484;350
364412070491;350
155714032223;350
364412070488;350
175855860981;350
364412070485;240
155714032234;240
155714032228;240
155714032225;356
364412070495;356
364412070487;356
155714032231;356
175855860985;229
364412070496;229
175855860986;229
155714032232;340
175855860996;340
175855860990;217
155714032233;217
155714032235;368
175855860988;250
175855860989;242
